pos,corr_resp,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Fixation.started,line1.started,line2.started,line3.started,line4.started,Fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
-50,x,0,0,0,0,,,,,21,2,86,0,684.6480220409999,685.6417403330001,685.6417403330001,685.6417403330001,685.6417403330001,685.6417403330001,686.6395680410001,686.6395680410001,x,1,0.8198834589998114,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,21,3,87,0,687.4721997500001,688.4599914579999,688.4599914579999,688.4599914579999,688.4599914579999,688.4694016660001,689.4567898750001,689.4567898750001,x,1,0.4131995839998126,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,22,0,88,1,689.8815259580001,690.8658828749999,690.8658828749999,690.8658828749999,690.8658828749999,690.8753845410001,691.8733990410001,691.8733990410001,v,1,0.46750220900003114,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,22,1,89,2,692.355577416,693.3431082500001,693.3431082500001,693.3431082500001,693.3431082500001,693.352548583,694.3482772080001,694.3482772080001,c,1,0.4875348330001543,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,22,2,90,1,694.847712791,695.84167725,695.84167725,695.84167725,695.84167725,695.84167725,696.839583125,696.839583125,v,1,0.4097148340001695,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,22,3,91,2,697.2650585830002,698.2494797499999,698.2494797499999,698.2494797499999,698.2494797499999,698.259341166,699.2483573750001,699.2483573750001,c,1,0.4018677919998481,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,23,0,92,3,699.6651503749999,700.6496043750003,700.6496043750003,700.6496043750003,700.6496043750003,700.659467083,701.6484570830003,701.6484570830003,z,1,0.600337374999981,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,23,1,93,3,702.256193666,703.2440255410002,703.2440255410002,703.2440255410002,703.2440255410002,703.2535345830001,704.248588083,704.248588083,z,1,0.4877392090002104,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,23,2,94,3,704.7485530829999,705.748784208,705.748784208,705.748784208,705.748784208,705.7659182500001,706.7400223750001,706.7400223750001,z,1,0.4253921670001546,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,23,3,95,1,707.1731100830002,708.1612529580002,708.1612529580002,708.1612529580002,708.1612529580002,708.1706346660003,709.1647748750001,709.1647748750001,v,1,0.485741875000258,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,24,0,96,2,709.66549025,710.6507339580003,710.6507339580003,710.6507339580003,710.6507339580003,710.666051833,711.6568573750001,711.6568573750001,c,1,0.4811209589997816,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,24,1,97,3,712.1487347910002,713.1330069999999,713.1330069999999,713.1330069999999,713.1330069999999,713.1426153329999,714.132190458,714.132190458,z,1,0.4191204589997142,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,24,2,98,3,714.5656315410001,715.5507762500001,715.5507762500001,715.5507762500001,715.5507762500001,715.5662808330003,716.5489292910001,716.5489292910001,z,1,0.4390517090000685,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,24,3,99,3,716.998886291,717.9991112910002,717.9991112910002,717.9991112910002,717.9991112910002,718.0162260410002,718.9823310410002,718.9823310410002,z,1,0.44596983400015233,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,25,0,100,2,719.440909083,720.4491202080003,720.4491202080003,720.4491202080003,720.4491202080003,720.4663458750001,721.4324126659999,721.4324126659999,c,1,0.4613322089999201,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,25,1,101,0,721.9067903330001,722.89409725,722.89409725,722.89409725,722.89409725,722.9034132910001,723.8990595,723.8990595,x,1,0.5128659590000098,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,25,2,102,3,724.4233785410001,725.4106849160003,725.4106849160003,725.4106849160003,725.4106849160003,725.4197232910001,726.4157668329999,726.4157668329999,z,1,0.6598184590002347,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,25,3,103,1,727.0905355,728.0778645830001,728.0778645830001,728.0778645830001,728.0778645830001,728.0875894579999,729.082532166,729.082532166,v,1,0.5417331670000749,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,26,0,104,2,729.6407872909999,730.6285002909999,730.6285002909999,730.6285002909999,730.6285002909999,730.637992208,731.6325752080002,731.6325752080002,c,1,0.5488074589998178,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,26,1,105,3,732.1901834579999,733.1780921250001,733.1780921250001,733.1780921250001,733.1780921250001,733.187502541,734.1818557910001,734.1818557910001,z,1,0.5100437089995467,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,26,2,106,3,734.7076392080003,735.694757791,735.694757791,735.694757791,735.694757791,735.703750875,736.691182041,736.691182041,z,1,0.5815414170001532,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,26,3,107,0,737.282787958,738.2831378330002,738.2831378330002,738.2831378330002,738.2831378330002,738.3001506250002,739.266118041,739.266118041,x,1,0.5228785009999228,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,27,0,108,2,739.7995308330001,740.7937722910001,740.7937722910001,740.7937722910001,740.7937722910001,740.7937722910001,741.7818937080001,741.7818937080001,c,1,0.40521674999990864,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,27,1,109,1,742.199695708,743.1997934579999,743.1997934579999,743.1997934579999,743.1997934579999,743.21688425,744.1916847500001,744.1916847500001,v,1,0.4436780829996678,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,27,2,110,3,744.649599541,745.6438263330001,745.6438263330001,745.6438263330001,745.6438263330001,745.6438263330001,746.6411546660001,746.6411546660001,z,1,0.43856466699980956,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,27,3,111,2,747.0905835409999,748.078467416,748.078467416,748.078467416,748.078467416,748.0878079580002,749.0745029580003,749.0745029580003,c,1,0.4271130839997568,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,28,0,112,0,749.5164259580001,750.5166722080003,750.5166722080003,750.5166722080003,750.5166722080003,750.5337989160003,751.5078994159999,751.5078994159999,x,1,0.8085539590001645,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,28,1,113,2,752.3242814999999,753.312132083,753.312132083,753.312132083,753.312132083,753.321479791,754.3165169160002,754.3165169160002,c,1,0.45974570899988976,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,28,2,114,1,754.7913398750002,755.7781131659999,755.7781131659999,755.7781131659999,755.7781131659999,755.7869070000002,756.7833730830002,756.7833730830002,v,1,0.47040324999989025,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,28,3,115,2,757.2661429160003,758.2669316249999,758.2669316249999,758.2669316249999,758.2669316249999,758.2840671250001,759.2582860000002,759.2582860000002,c,1,0.5539575839998179,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,29,0,116,0,759.824335708,760.812029791,760.812029791,760.812029791,760.812029791,760.821559083,761.816711083,761.816711083,x,1,0.4259019169999192,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,29,1,117,3,762.258218291,763.2453230000001,763.2453230000001,763.2453230000001,763.2453230000001,763.254525583,764.2501219999999,764.2501219999999,z,1,0.48545700000022407,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,29,2,118,1,764.7502237080002,765.7439733330002,765.7439733330002,765.7439733330002,765.7439733330002,765.7439733330002,766.7416587910002,766.7416587910002,v,1,0.3944188759996905,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,29,3,119,1,767.1502725,768.1346854580001,768.1346854580001,768.1346854580001,768.1346854580001,768.1442541249999,769.1336149580002,769.1336149580002,v,1,0.595565833999899,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,30,0,120,2,769.7418917079999,770.7286100830001,770.7286100830001,770.7286100830001,770.7286100830001,770.7379705409999,771.7336530000002,771.7336530000002,c,1,0.4424343749997206,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,30,1,121,1,772.1913315410002,773.1788780830002,773.1788780830002,773.1788780830002,773.1788780830002,773.1878057910003,774.183197625,774.183197625,v,1,0.567401375999907,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,30,2,122,2,774.7579985000002,775.7507030830002,775.7507030830002,775.7507030830002,775.7507030830002,775.7603126250001,776.7506234580001,776.7506234580001,c,1,0.4063730419998137,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,30,3,123,0,777.1673410000003,778.1613412910001,778.1613412910001,778.1613412910001,778.1613412910001,778.1613412910001,779.1505575830001,779.1505575830001,x,1,0.4199366259999806,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,31,0,124,3,779.5839684160001,780.5697062909999,780.5697062909999,780.5697062909999,780.5697062909999,780.5845545830002,781.5672294999999,781.5672294999999,z,1,0.7808681249998699,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,31,1,125,1,782.3582517909999,783.3455187079999,783.3455187079999,783.3455187079999,783.3455187079999,783.35459425,784.3419546250002,784.3419546250002,v,1,0.39336491699987164,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,31,2,126,0,784.750804458,785.7508653750001,785.7508653750001,785.7508653750001,785.7508653750001,785.7681066660002,786.7340775410003,786.7340775410003,z,0,0.4114303339997605,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,31,3,127,2,787.1590881249999,788.1516489159999,788.1516489159999,788.1516489159999,788.1516489159999,788.1620061660001,789.1508966659999,789.1508966659999,c,1,0.6874587500001326,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,32,0,128,2,789.850798166,790.8351846250002,790.8351846250002,790.8351846250002,790.8351846250002,790.8449762079999,791.8342251250001,791.8342251250001,c,1,0.6134795419998227,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,32,1,129,0,792.4583213330002,793.4458191250001,793.4458191250001,793.4458191250001,793.4458191250001,793.4549569579999,794.4510171659999,794.4510171659999,x,1,0.4015467090002858,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,32,2,130,3,794.86757575,795.8678642909999,795.8678642909999,795.8678642909999,795.8678642909999,795.884971291,796.8510620000002,796.8510620000002,z,1,0.5337410009997257,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,32,3,131,1,797.4009876250002,798.3947674159999,798.3947674159999,798.3947674159999,798.3947674159999,798.3947674159999,799.3929642080002,799.3929642080002,v,1,0.41964145800011465,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,33,0,132,3,799.8257524999999,800.8126807910003,800.8126807910003,800.8126807910003,800.8126807910003,800.8216042909999,801.8177652909999,801.8177652909999,z,1,0.4941981259999011,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,33,1,133,0,802.3251532499999,803.3135415000002,803.3135415000002,803.3135415000002,803.3135415000002,803.3225357910001,804.3091990410003,804.3091990410003,x,1,0.6008722920000764,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,33,2,134,1,804.9256124160001,805.9129043329999,805.9129043329999,805.9129043329999,805.9129043329999,805.9219841250001,806.9180308330001,806.9180308330001,v,1,0.5606449169999905,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,33,3,135,3,807.4930438330002,808.4857253330001,808.4857253330001,808.4857253330001,808.4857253330001,808.4955479999999,809.484749833,809.484749833,z,1,0.4716845419998208,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,34,0,136,3,809.9679770830003,810.9617803750002,810.9617803750002,810.9617803750002,810.9617803750002,810.9617803750002,811.959392666,811.959392666,z,1,0.47675300099990636,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,34,1,137,0,812.4514582080001,813.4450818330001,813.4450818330001,813.4450818330001,813.4450818330001,813.4450818330001,814.4433251660002,814.4433251660002,x,1,0.7249281249996784,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,34,2,138,0,815.176810125,816.1644119160001,816.1644119160001,816.1644119160001,816.1644119160001,816.1737376660003,817.1682178750002,817.1682178750002,x,1,0.6140452499998901,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,34,3,139,0,817.792372333,818.7801330410002,818.7801330410002,818.7801330410002,818.7801330410002,818.788998083,819.7850028749999,819.7850028749999,x,1,0.5546582500001023,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,35,0,140,0,820.3510969580002,821.3460304160003,821.3460304160003,821.3460304160003,821.3460304160003,821.3460304160003,822.3434859580002,822.3434859580002,x,1,0.40099420799970176,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,35,1,141,0,822.7593066660002,823.7470961660001,823.7470961660001,823.7470961660001,823.7470961660001,823.7565761660003,824.7510217080003,824.7510217080003,x,1,0.4176335829997697,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,35,2,142,3,825.18503375,826.1796461660001,826.1796461660001,826.1796461660001,826.1796461660001,826.1796461660001,827.1765167500002,827.1765167500002,z,1,0.6090144169997984,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,35,3,143,3,827.8017682499999,828.796389958,828.796389958,828.796389958,828.796389958,828.796389958,829.7937766660002,829.7937766660002,z,1,0.6508254169998509,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,36,0,144,1,830.460175875,831.4529761660001,831.4529761660001,831.4529761660001,831.4529761660001,831.4627076249999,832.4519392080001,832.4519392080001,v,1,0.5679415419999714,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,36,1,145,1,833.0353210829999,834.0355050829999,834.0355050829999,834.0355050829999,834.0355050829999,834.0526714580001,835.0187421250002,835.0187421250002,v,1,0.48324191699975927,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,36,2,146,1,835.509514583,836.4968630000003,836.4968630000003,836.4968630000003,836.4968630000003,836.5057715830003,837.502091583,837.502091583,v,1,0.47634283399975175,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,36,3,147,1,837.9928991249999,838.9804405,838.9804405,838.9804405,838.9804405,838.9894867080002,839.9768762500003,839.9768762500003,v,1,0.41728104200001326,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,37,0,148,0,840.4102870830002,841.3970308329999,841.3970308329999,841.3970308329999,841.3970308329999,841.4059563750002,842.394003458,842.394003458,x,1,0.5761462079999546,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,37,1,149,2,842.9856246660001,843.985837666,843.985837666,843.985837666,843.985837666,844.0029327500001,844.9769222499999,844.9769222499999,c,1,0.4061761250000018,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,37,2,150,2,845.3938373750002,846.3800165000002,846.3800165000002,846.3800165000002,846.3800165000002,846.3889038749999,847.3856257910002,847.3856257910002,c,1,0.40297866699984297,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,37,3,151,3,847.802406666,848.786780208,848.786780208,848.786780208,848.786780208,848.7966015000002,849.7856900830002,849.7856900830002,z,1,0.4669510009998703,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,38,0,152,2,850.2690116250001,851.2623094579999,851.2623094579999,851.2623094579999,851.2623094579999,851.2623094579999,852.2605986660001,852.2605986660001,c,1,0.6844495000000279,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,38,1,153,0,852.9600336660001,853.9481512910002,853.9481512910002,853.9481512910002,853.9481512910002,853.957642375,854.952559333,854.952559333,x,1,0.39498366699990584,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,38,2,154,0,855.3603867910001,856.3471597080002,856.3471597080002,856.3471597080002,856.3471597080002,856.3560326249999,857.352606291,857.352606291,x,1,0.42558908399996653,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,38,3,155,3,857.7941982910002,858.7807763330002,858.7807763330002,858.7807763330002,858.7807763330002,858.7897335410003,859.7860126250002,859.7860126250002,z,1,0.48627687499993044,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,39,0,156,0,860.286021416,861.270331791,861.270331791,861.270331791,861.270331791,861.2798447499999,862.269375333,862.269375333,x,1,0.41277279199994155,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,39,1,157,2,862.6940735000003,863.681316958,863.681316958,863.681316958,863.681316958,863.690690416,864.6860782080003,864.6860782080003,c,1,0.6179280420001305,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,39,2,158,3,865.3195685410001,866.3050965410002,866.3050965410002,866.3050965410002,866.3050965410002,866.3202735,867.3029538330002,867.3029538330002,z,1,0.4919482089999292,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,39,3,159,2,867.8103510000001,868.7984385,868.7984385,868.7984385,868.7984385,868.8082064999999,869.8029820000002,869.8029820000002,c,1,0.5543860419998055,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,40,0,160,0,870.369564916,871.3549767079999,871.3549767079999,871.3549767079999,871.3549767079999,871.3700062500002,872.3530600409999,872.3530600409999,x,1,0.42564391699988846,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,40,1,161,3,872.7943733330003,873.7811362500001,873.7811362500001,873.7811362500001,873.7811362500001,873.7899575410001,874.7865206659999,874.7865206659999,z,1,0.6166536669998095,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,40,2,162,3,875.4116800830002,876.3975677910003,876.3975677910003,876.3975677910003,876.3975677910003,876.4064955409999,877.40311475,877.40311475,z,1,0.5258946259996264,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,40,3,163,2,877.9441608750003,878.9318243329999,878.9318243329999,878.9318243329999,878.9318243329999,878.9409246660002,879.9365102500001,879.9365102500001,c,1,0.599851542000124,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,41,0,164,1,880.5452061660003,881.5314853330001,881.5314853330001,881.5314853330001,881.5314853330001,881.5408950410001,882.5366088750002,882.5366088750002,v,1,0.4623079170000892,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,41,1,165,2,883.011718875,883.9986739159999,883.9986739159999,883.9986739159999,883.9986739159999,884.0077336660001,885.0032933329999,885.0032933329999,c,1,0.5722850840002138,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,41,2,166,0,885.5866541250002,886.586899375,886.586899375,886.586899375,886.586899375,886.6039879580003,887.5699906660002,887.5699906660002,x,1,0.5944838330001403,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,41,3,167,1,888.1780668330002,889.1654932910001,889.1654932910001,889.1654932910001,889.1654932910001,889.1745818750001,890.1701010000002,890.1701010000002,v,1,0.4689148750003369,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,42,0,168,3,890.6534945409999,891.6536968750002,891.6536968750002,891.6536968750002,891.6536968750002,891.6708187909999,892.6448112910002,892.6448112910002,z,1,0.4094237509998493,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,42,1,169,0,893.070148625,894.0547244580002,894.0547244580002,894.0547244580002,894.0547244580002,894.064521583,895.0616279159999,895.0616279159999,x,1,0.3655301670000881,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,42,2,170,3,895.4435388330003,896.4312552910001,896.4312552910001,896.4312552910001,896.4312552910001,896.4400571659999,897.4369907079999,897.4369907079999,z,1,0.5680312089998552,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,42,3,171,2,898.0202586250002,899.020501083,899.020501083,899.020501083,899.020501083,899.0376542910003,900.003680625,900.003680625,c,1,0.3856215840000914,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,43,0,172,2,900.4038188750001,901.3972225830003,901.3972225830003,901.3972225830003,901.3972225830003,901.3972225830003,902.3951682500001,902.3951682500001,c,1,0.5857356670003355,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,43,1,173,1,902.9949165410003,903.9819742079999,903.9819742079999,903.9819742079999,903.9819742079999,903.9909090410001,904.987151416,904.987151416,v,1,0.47593141700008346,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,43,2,174,2,905.478563958,906.4656836250001,906.4656836250001,906.4656836250001,906.4656836250001,906.475352125,907.4621726250002,907.4621726250002,c,1,0.5763265829996271,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,43,3,175,1,908.0538916250002,909.0540586249999,909.0540586249999,909.0540586249999,909.0540586249999,909.0712237080002,910.0450369580003,910.0450369580003,v,1,0.48407233400030236,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,44,0,176,3,910.545393458,911.5328857909999,911.5328857909999,911.5328857909999,911.5328857909999,911.5420667500002,912.537382166,912.537382166,z,1,0.4481168330003129,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,44,1,177,3,912.9949952500001,913.9826508330002,913.9826508330002,913.9826508330002,913.9826508330002,913.9920587080001,914.9873884160002,914.9873884160002,z,1,0.5229685839999547,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,44,2,178,3,915.5207862910001,916.515064875,916.515064875,916.515064875,916.515064875,916.515064875,917.5041779580001,917.5041779580001,z,1,0.4835552509998706,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,44,3,179,3,918.0041660410002,918.998495625,918.998495625,918.998495625,918.998495625,918.998495625,919.9956259159999,919.9956259159999,z,1,0.49562562599976445,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,45,0,180,0,920.5042145830002,921.504553583,921.504553583,921.504553583,921.504553583,921.5215666660001,922.4876060000001,922.4876060000001,x,1,0.5031445839995285,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,45,1,181,3,923.0042745410001,923.988468041,923.988468041,923.988468041,923.988468041,923.998289958,924.9876908330002,924.9876908330002,z,1,0.56422587499992,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,45,2,182,2,925.561957375,926.5498000000002,926.5498000000002,926.5498000000002,926.5498000000002,926.5588713750003,927.5543050410001,927.5543050410001,v,0,0.4599465000001146,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,45,3,183,3,928.0291938330001,929.0158812909999,929.0158812909999,929.0158812909999,929.0158812909999,929.0248490409999,930.013027125,930.013027125,z,1,0.48709450000023935,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,46,0,184,3,930.51240125,931.5001750830002,931.5001750830002,931.5001750830002,931.5001750830002,931.5097220410003,932.5044674159999,932.5044674159999,z,1,0.4422277500002565,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
